Left_x,Left_y,Right_x,Right_y,time(s),Encoder,Scissor_metric
-0.367818785,0.081380313,-0.391582409,-0.095079206,31.42218184,0.527957545,0.023763623
-0.367818785,0.081380313,-0.391582409,-0.095079206,31.5561502,0.520422098,0.023763623
-0.314547548,0.066682465,-0.413673689,-0.093699286,31.61568546,0.520422098,0.099126141
-0.286044107,0.054147502,-0.436318427,-0.093690269,31.72342682,0.56128426,0.150274319
-0.286044107,0.054147502,-0.436318427,-0.093690269,31.81843209,0.578866976,0.150274319
-0.303310109,0.054888398,-0.46038063,-0.093832473,31.92166042,0.596449676,0.157070521
-0.303310109,0.054888398,-0.46038063,-0.093832473,32.01565433,0.60375529,0.157070521
-0.310766578,0.067916971,-0.458457279,-0.084860962,32.11621761,0.596318334,0.147690701
-0.346971473,0.005330119,-0.445660468,-0.02204809,32.21834207,0.574188071,0.098688995
-0.346971473,0.005330119,-0.445660468,-0.02204809,32.31611323,0.572349356,0.098688995
-0.370304853,0.064646118,-0.302186392,-0.087499396,32.45076752,0.562055844,-0.06811846
-0.370304853,0.064646118,-0.302186392,-0.087499396,32.51941252,0.564715417,-0.06811846
-0.370304853,0.064646118,-0.302186392,-0.087499396,32.62058687,0.585991972,-0.06811846
-0.446910771,0.080690403,-0.280644064,-0.062160293,32.71991658,0.606250685,-0.166266707
-0.446910771,0.080690403,-0.280644064,-0.062160293,32.8245976,0.620139546,-0.166266707
-0.474510365,0.082357629,-0.302501376,-0.066904636,32.91587806,0.619532125,-0.17200899
-0.493889407,0.081716591,-0.338400258,-0.088409606,33.01805425,0.620960418,-0.155489149
-0.493889407,0.081716591,-0.338400258,-0.088409606,33.12072611,0.620960418,-0.155489149
-0.458310626,0.082473677,-0.384691221,-0.09981031,33.26388979,0.624424424,-0.073619406
-0.430938715,0.185238084,-0.397348175,-0.011963599,33.32445025,0.611011642,-0.03359054
-0.430938715,0.185238084,-0.397348175,-0.011963599,33.42167091,0.611011642,-0.03359054
-0.318033059,0.067922753,-0.451737424,-0.084621329,33.51976514,0.585220374,0.133704365
-0.318033059,0.067922753,-0.451737424,-0.084621329,33.62542772,0.58032809,0.133704365
-0.295135222,0.067168456,-0.457706942,-0.080041349,33.7153945,0.58032809,0.16257172
-0.302300281,0.062399043,-0.464592333,-0.072067939,33.81584477,0.586615846,0.162292052
-0.302300281,0.062399043,-0.464592333,-0.072067939,33.91531396,0.586615846,0.162292052
-0.310510564,0.078290929,-0.446861681,-0.074100335,34.02325583,0.593921445,0.136351117
-0.310510564,0.078290929,-0.446861681,-0.074100335,34.12173295,0.591737965,0.136351117
-0.310510564,0.078290929,-0.446861681,-0.074100335,34.22018933,0.567851083,0.136351117
-0.379897519,0.075189757,-0.287010181,-0.078180731,34.32318783,0.565684027,-0.092887337
-0.379897519,0.075189757,-0.287010181,-0.078180731,34.41679764,0.553929387,-0.092887337
-0.423426334,0.090517437,-0.28537333,-0.06119557,34.51551318,0.557606816,-0.138053005
-0.447608914,0.087671606,-0.281335008,-0.053865747,34.61756468,0.574368688,-0.166273906
-0.447608914,0.087671606,-0.281335008,-0.053865747,34.71623325,0.58807696,-0.166273906
-0.469666535,0.091593237,-0.300068614,-0.056971496,34.82236505,0.593018491,-0.169597921
-0.488173046,0.091362995,-0.327019787,-0.078857115,34.91554093,0.592131962,-0.161153259
-0.488173046,0.091362995,-0.327019787,-0.078857115,35.02248001,0.577569996,-0.161153259
-0.463615697,0.086442723,-0.364517999,-0.090936384,35.12497401,0.586976993,-0.099097698
-0.463615697,0.086442723,-0.364517999,-0.090936384,35.22172523,0.575731295,-0.099097698
-0.377116889,0.087507938,-0.398020337,-0.085137115,35.36871934,0.552107082,0.020903448
-0.321286118,0.070446598,-0.422635302,-0.084775643,35.42515302,0.544308966,0.101349185
-0.321286118,0.070446598,-0.422635302,-0.084775643,35.51660895,0.545425329,0.101349185
-0.284546838,0.056033801,-0.436201947,-0.092423851,35.62028217,0.560200718,0.15165511
-0.287534999,0.051865926,-0.449379702,-0.088921828,35.71616864,0.583266728,0.161844704
-0.287534999,0.051865926,-0.449379702,-0.088921828,35.8167944,0.590178316,0.161844704
-0.296687929,0.065027455,-0.442359145,-0.080461322,35.91882658,0.5861233,0.145671216
-0.33634944,0.010235672,-0.437578024,-0.022929018,36.02699995,0.583808506,0.101228584
